鄉鎮市區碼,醫院家數,病床總計,一般病床小計,特殊病床小計,精神病床小計,急性病床小計,慢性病床小計,急性一般病床,精神急性一般病床,慢性一般病床,精神慢性一般病床,慢性結核病床,漢生病病床,國際醫療病床,加護病床,燒傷病床,燒傷加護病床,嬰兒病床,急診觀察床,其他觀察病床,安寧病床,慢性呼吸照護病床,亞急性呼吸照護病床,精神科加護病床,普通隔離病床,正壓隔離病床,負壓隔離病床,骨髓移植病床,性侵害犯罪加害人強制治療病床,急性後期照護病床,整合醫學急診後送病床,手術恢復床,嬰兒床,血液透析床,腹膜透析床
705,2,293,213,80,0,213,0,213,0,0,0,0,0,0,15,0,0,0,8,0,0,25,0,0,1,0,0,0,0,0,0,2,0,29,0
706,3,371,344,27,299,115,229,45,70,0,229,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,2,20,0,0
710,1,2638,1950,688,199,1487,463,1388,99,363,100,0,0,0,204,14,0,40,100,0,10,0,20,0,5,9,42,0,0,0,0,22,30,192,0
711,1,59,36,23,0,36,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0
712,3,1966,1530,436,230,1380,150,1300,80,0,150,0,0,0,105,0,4,26,70,12,7,25,10,0,0,0,25,0,0,0,0,31,10,111,0
715,2,76,40,36,0,40,0,40,0,0,0,0,0,0,0,0,0,0,2,4,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0
729,3,493,302,191,0,302,0,302,0,0,0,0,0,0,33,0,0,4,20,4,0,40,0,0,0,0,6,0,0,0,0,12,27,45,0
730,8,2410,1675,735,138,1625,50,1537,88,0,50,0,0,0,134,8,12,30,70,5,20,27,20,0,47,0,45,2,0,0,41,61,116,97,0
731,6,510,381,129,0,330,51,330,0,51,0,0,0,0,13,0,0,0,4,0,0,19,0,0,3,0,5,0,0,0,0,9,32,44,0
732,10,2412,1603,809,41,1603,0,1562,41,0,0,0,0,0,147,8,5,36,80,14,20,79,12,0,8,0,15,4,0,0,0,31,133,217,0
733,6,222,168,54,39,168,0,129,39,0,0,0,0,0,0,0,0,0,0,3,0,30,0,0,0,0,0,0,0,0,0,5,0,16,0
734,5,678,523,152,0,523,0,523,0,0,0,0,0,3,22,0,0,2,30,0,0,12,0,0,0,0,0,0,0,0,0,12,25,49,0
735,9,2971,2294,677,769,1947,347,1428,519,97,250,0,0,0,154,0,0,19,69,6,18,103,28,58,0,0,14,0,0,0,0,29,39,140,0
736,3,136,77,59,0,77,0,77,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,2,46,0,0
737,1,45,20,25,0,20,0,20,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21,0
738,3,623,425,198,0,425,0,425,0,0,0,0,0,0,20,0,0,10,30,4,5,37,0,0,0,0,4,0,0,0,0,10,20,58,0
1101,2,232,216,16,200,66,150,16,50,0,150,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0
1103,1,130,48,82,0,48,0,48,0,0,0,0,0,0,6,0,0,0,6,0,0,54,0,0,0,0,0,0,0,0,0,1,0,15,0
1104,1,192,127,65,0,100,27,100,0,27,0,0,0,0,8,0,0,0,4,0,0,30,0,0,0,0,0,0,0,0,0,3,0,20,0
1106,3,1309,1020,289,262,823,197,758,65,0,197,0,0,0,63,2,0,9,30,3,12,0,10,0,0,5,20,0,0,0,0,6,15,114,0
1107,2,478,327,151,32,327,0,295,32,0,0,0,0,0,30,0,0,5,12,1,6,39,0,0,0,0,10,0,0,0,0,5,5,37,1
1201,3,1113,759,354,0,759,0,759,0,0,0,0,0,0,73,0,0,41,73,0,0,0,6,0,3,0,3,0,0,0,0,21,45,89,0
1204,5,1290,942,348,117,892,50,775,117,50,0,0,0,0,57,0,4,15,42,0,6,71,12,0,0,0,7,0,0,0,0,9,35,90,0
2201,4,1995,1370,625,33,1270,100,1237,33,100,0,0,0,0,140,8,0,32,63,11,21,40,14,0,0,5,15,1,0,0,0,26,45,204,0
2202,8,1525,1043,482,300,655,388,580,75,163,225,0,0,0,63,0,0,0,15,1,10,260,0,0,1,0,7,0,0,0,0,7,0,116,2
3101,7,1947,1064,883,50,1064,0,1014,50,0,0,0,0,0,119,12,0,24,49,85,16,200,52,0,25,0,11,4,0,0,40,24,25,197,0
3102,4,766,411,355,0,411,0,411,0,0,0,0,0,0,42,2,0,0,20,4,0,130,0,0,1,0,17,0,0,0,0,10,3,124,2
3103,2,359,250,109,0,250,0,250,0,0,0,0,0,0,21,0,0,8,10,3,0,20,0,0,0,0,2,0,0,0,0,5,10,30,0
3104,5,1402,998,404,100,998,0,898,100,0,0,0,0,0,80,0,0,12,35,10,10,84,8,0,0,0,5,1,0,0,0,27,28,104,0
3105,7,2683,1952,731,284,1647,305,1468,179,200,105,0,0,0,149,0,0,22,70,14,20,182,24,0,4,0,8,2,0,0,0,25,38,173,0
3106,8,1520,1106,414,252,716,390,646,70,40,182,0,168,0,51,0,0,5,31,6,9,160,0,0,0,0,9,0,0,11,0,10,5,116,1
3107,1,189,132,57,0,132,0,132,0,0,0,0,0,0,6,0,0,0,8,2,0,20,0,0,0,0,0,0,0,0,0,1,0,20,0
3108,1,63,63,0,63,0,63,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3109,3,571,386,185,0,349,37,349,0,37,0,0,0,0,36,0,0,11,33,15,0,0,0,0,0,0,2,0,0,0,0,12,25,51,0
3110,4,1680,1428,252,719,805,623,709,96,0,623,0,0,0,59,0,0,18,22,13,28,0,13,0,5,0,12,8,0,0,0,11,10,53,0
3111,1,642,459,183,25,459,0,434,25,0,0,0,0,0,46,0,0,12,31,6,13,0,0,0,0,0,4,0,0,0,0,10,16,45,0
3112,1,40,20,20,0,20,0,20,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0,14,0
3113,5,753,435,318,0,435,0,435,0,0,0,0,0,0,32,0,0,10,40,3,0,168,0,0,6,0,6,0,0,0,0,8,10,35,0
3114,1,36,19,17,0,19,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0
3116,1,583,431,152,0,431,0,431,0,0,0,0,0,0,55,0,0,8,23,0,0,0,0,0,0,0,6,0,0,0,0,12,10,38,0
3121,1,87,85,2,85,0,85,0,0,0,85,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3123,1,503,500,3,500,150,350,0,150,0,350,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3127,1,82,48,34,0,48,0,48,0,0,0,0,0,0,0,0,0,0,5,2,2,0,0,0,0,0,0,0,0,0,0,1,0,24,0
3201,8,3495,2538,957,818,2089,449,1683,406,37,412,0,0,0,160,0,2,42,80,48,42,0,26,35,11,0,25,0,0,0,45,33,78,330,0
3202,11,1113,618,495,0,618,0,618,0,0,0,0,0,0,44,0,0,17,22,22,0,93,24,0,0,0,2,0,0,0,0,14,40,215,2
3204,2,553,381,172,0,290,91,290,0,91,0,0,0,0,25,0,0,0,20,9,0,30,0,0,0,0,0,0,0,0,0,6,14,68,0
3206,2,474,450,24,429,81,369,21,60,0,369,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,21,0
3207,3,4412,3289,1123,125,2933,356,2908,25,256,100,0,0,0,305,9,17,54,162,0,12,0,24,0,0,38,127,5,0,0,0,60,40,266,4
3209,2,806,556,250,175,456,100,381,75,0,100,0,0,0,52,0,0,15,20,10,0,18,15,0,0,0,8,0,0,0,0,8,30,74,0
3210,5,939,574,365,0,574,0,574,0,0,0,0,0,0,54,0,0,5,28,11,0,44,10,0,0,0,0,0,0,0,0,10,63,140,0
3211,1,218,112,106,0,112,0,112,0,0,0,0,0,0,6,0,0,0,6,0,0,29,0,0,0,0,17,0,0,0,0,3,0,45,0
3301,1,240,240,0,240,60,180,0,60,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3303,4,873,687,186,360,437,250,327,110,0,250,0,0,0,18,0,0,0,21,0,12,46,0,0,0,0,7,0,0,0,0,5,4,73,0
3305,5,1231,841,390,0,841,0,841,0,0,0,0,0,0,68,0,0,20,40,0,0,70,0,0,5,0,7,0,0,0,0,21,40,116,3
3306,1,391,276,115,170,136,140,106,30,0,140,0,0,0,12,0,0,3,10,0,0,30,0,0,4,0,0,0,0,0,0,2,15,39,0
3401,2,658,454,204,0,454,0,454,0,0,0,0,0,0,41,0,0,10,24,5,12,17,10,0,0,0,6,0,0,0,0,11,15,53,0
3402,2,1562,1133,429,0,1133,0,1133,0,0,0,0,0,0,90,2,0,28,43,9,27,0,20,0,8,0,17,0,0,0,0,14,30,141,0
3403,1,291,224,67,140,98,126,58,40,26,100,0,0,0,9,0,0,0,5,0,10,30,0,0,0,0,0,0,0,0,0,1,1,11,0
3405,1,40,20,20,0,20,0,20,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15,0
3406,1,99,99,0,99,40,59,0,40,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3407,2,804,717,87,487,210,507,130,80,100,407,0,0,0,10,0,0,0,4,8,0,46,0,0,0,0,0,0,0,0,0,2,2,15,0
3501,6,1539,1149,390,412,884,265,737,147,0,265,0,0,0,71,4,0,10,40,5,4,95,0,0,0,0,5,0,0,0,0,12,27,117,0
3502,1,236,183,53,0,183,0,183,0,0,0,0,0,0,15,0,0,2,6,0,0,0,0,0,2,0,1,0,0,0,0,2,7,18,0
3503,1,57,30,27,0,30,0,30,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,23,0
3504,2,94,80,14,0,80,0,80,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0
3505,3,1025,787,238,387,499,288,400,99,0,288,0,0,0,37,0,0,5,20,6,12,23,8,0,4,0,4,0,0,0,0,4,12,103,0
3508,1,51,20,31,0,20,0,20,0,0,0,0,0,0,0,0,0,0,2,0,0,14,0,0,0,0,0,0,0,0,0,0,0,15,0
3701,9,2989,2086,903,178,1820,266,1754,66,154,112,0,0,0,246,16,0,60,110,10,20,29,55,0,6,1,31,4,0,0,0,47,72,196,0
3702,2,1557,1349,208,690,809,540,599,210,60,480,0,0,0,56,0,0,10,18,0,0,0,0,0,0,3,2,0,0,0,0,7,22,90,0
3703,1,89,49,40,0,49,0,49,0,0,0,0,0,0,0,0,0,0,2,0,0,22,0,0,0,0,0,0,0,0,0,1,0,15,0
3704,2,60,40,20,0,40,0,40,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,15,0
3705,8,1434,954,480,300,714,240,654,60,0,240,0,0,0,66,0,0,28,57,0,0,78,0,0,0,0,1,0,0,50,0,22,27,151,0
3706,1,30,26,4,0,26,0,26,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3707,2,59,41,18,0,41,0,41,0,0,0,0,0,0,0,0,0,0,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0
3708,3,333,221,112,0,221,0,221,0,0,0,0,0,0,12,0,0,4,13,2,0,28,0,0,0,0,0,0,0,0,0,3,5,45,0
3710,1,39,39,0,0,39,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3715,1,62,62,0,0,19,43,19,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3717,1,633,500,133,200,350,150,300,50,0,150,0,0,0,24,0,0,0,5,0,6,20,10,0,0,0,0,0,0,0,0,3,5,60,0
3801,2,543,377,166,44,377,0,333,44,0,0,0,0,0,40,0,0,2,12,0,5,35,0,0,0,0,2,0,0,0,0,4,6,60,0
3802,2,716,511,205,73,437,74,414,23,24,50,0,0,0,26,0,0,8,20,0,17,38,0,0,5,0,3,0,0,0,0,6,5,77,0
3803,4,1399,1224,175,993,424,800,231,193,0,800,0,0,0,23,0,0,10,16,10,0,0,0,18,0,0,0,0,0,0,0,3,15,80,0
3804,2,349,240,109,0,240,0,240,0,0,0,0,0,0,15,0,0,0,20,0,0,6,0,0,13,0,0,0,0,0,0,5,5,45,0
3901,6,1669,1246,423,462,926,320,784,142,0,320,0,0,0,74,2,2,13,48,0,8,45,12,0,25,0,9,0,0,0,0,20,8,157,0
3902,1,74,21,53,0,21,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,1,0,30,0
3903,1,378,232,146,0,232,0,232,0,0,0,0,0,0,20,0,0,8,10,0,0,40,0,0,15,0,2,0,0,0,0,6,15,30,0
3904,2,344,220,124,0,220,0,220,0,0,0,0,0,0,24,0,0,0,12,0,0,30,0,0,0,0,4,0,0,0,0,6,3,45,0
3905,1,41,20,21,0,20,0,20,0,0,0,0,0,0,0,0,0,0,1,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0
3906,4,567,365,202,0,365,0,365,0,0,0,0,0,0,40,0,0,3,11,0,0,58,12,0,0,0,2,0,0,0,0,6,10,60,0
3913,1,156,116,40,0,116,0,116,0,0,0,0,0,0,6,2,0,0,9,0,0,0,0,0,0,0,4,0,0,0,0,2,2,15,0
4001,2,1615,1194,421,124,1095,99,1070,25,0,99,0,0,0,106,2,4,10,34,4,12,24,16,0,0,9,45,2,0,0,0,15,10,128,0
4003,1,931,690,241,90,650,40,600,50,0,40,0,0,0,59,0,3,9,15,0,15,30,10,0,0,2,12,0,0,0,0,11,15,60,0
4014,1,468,410,58,330,92,318,40,52,40,278,0,0,0,8,0,0,0,2,0,0,36,0,0,8,0,4,0,0,0,0,0,0,0,0
4301,9,2236,1500,736,132,1399,101,1339,60,29,72,0,0,0,132,0,0,21,54,23,35,116,10,0,0,0,18,0,0,0,0,23,66,236,2
4302,2,159,114,45,0,114,0,114,0,0,0,0,0,0,8,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,30,0
4303,2,1086,775,311,20,760,15,740,20,15,0,0,0,0,70,0,2,7,23,2,0,16,10,0,0,0,5,0,0,0,0,5,34,135,2
4304,3,192,104,88,0,104,0,104,0,0,0,0,0,0,19,0,0,2,12,0,0,0,0,0,0,0,0,0,0,0,0,1,7,47,0
4306,1,333,333,0,333,60,273,0,60,0,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4311,1,22,20,2,0,20,0,20,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4313,2,567,489,78,329,225,264,130,95,30,234,0,0,0,12,0,0,0,8,0,0,36,0,0,0,0,0,0,0,0,0,1,0,21,0
4315,1,153,149,4,149,104,45,0,104,0,45,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
4316,1,214,160,54,0,160,0,160,0,0,0,0,0,0,12,0,0,0,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,30,0
4401,3,497,353,144,116,273,80,237,36,0,80,0,0,0,23,4,0,6,23,0,2,0,0,0,24,0,6,0,0,0,0,7,10,39,0
4501,3,1732,1184,548,82,1011,173,929,82,173,0,0,0,0,112,0,4,24,50,6,29,30,20,0,21,6,30,4,0,0,35,20,25,132,0
4502,1,172,144,28,96,54,90,48,6,0,90,0,0,0,4,0,0,0,4,0,0,12,0,0,0,0,0,0,0,0,0,1,0,7,0
4503,3,1599,1525,74,1354,329,1196,171,158,0,1196,0,0,0,14,0,0,0,9,0,6,0,0,0,6,0,0,0,0,0,0,2,6,31,0
4504,1,369,304,65,125,252,52,177,75,0,50,2,0,0,10,2,0,2,8,0,0,24,0,0,0,0,0,0,0,0,0,2,2,15,0
4506,1,222,200,22,200,40,160,0,40,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0
4508,1,23,20,3,0,20,0,20,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4601,5,1135,822,313,243,656,166,579,77,0,166,0,0,0,63,2,0,13,21,0,14,56,5,0,0,0,17,0,0,0,0,13,19,90,0
4602,1,37,20,17,0,20,0,20,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0
4603,1,65,27,38,0,27,0,27,0,0,0,0,0,0,0,0,0,0,4,16,0,0,0,0,0,0,0,0,0,0,0,1,2,15,0
9003,1,300,206,94,96,136,70,110,26,0,70,0,0,0,9,0,0,5,14,0,2,0,0,0,7,0,4,0,0,0,0,3,20,30,0
9101,1,43,26,17,0,26,0,26,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,4,0,2,0,0,0,0,0,0,4,0
