鄉鎮市區碼,醫院家數,病床總計,一般病床小計,特殊病床小計,精神病床小計,急性病床小計,慢性病床小計,急性一般病床,精神急性一般病床,慢性一般病床,精神慢性一般病床,慢性結核病床,漢生病病床,國際醫療病床,加護病床,燒傷病床,燒傷加護病床,嬰兒病床,急診觀察床,其他觀察病床,安寧病床,慢性呼吸照護病床,亞急性呼吸照護病床,精神科加護病床,普通隔離病床,正壓隔離病床,負壓隔離病床,骨髓移植病床,性侵害犯罪加害人強制治療病床,急性後期照護病床,整合醫學急診後送病床,手術恢復床,嬰兒床,血液透析床,腹膜透析床
302,1,93,54,39,0,54,0,54,0,0,0,0,0,0,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,30,0
303,3,393,332,61,99,269,63,233,36,0,63,0,0,0,21,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,3,5,22,1
304,2,450,450,0,450,80,370,0,80,0,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
305,1,1149,857,292,50,795,62,745,50,62,0,0,0,0,85,0,0,16,21,0,10,40,10,0,0,0,0,0,0,0,0,12,20,78,0
306,3,1510,1032,478,180,832,200,752,80,100,100,0,0,0,90,0,10,20,31,10,8,123,20,0,0,0,2,0,0,0,0,16,20,128,0
309,1,1122,909,213,50,549,360,499,50,360,0,0,0,0,53,0,0,5,22,4,12,0,12,0,0,0,1,0,0,0,0,10,6,88,0
310,1,229,137,92,0,137,0,137,0,0,0,0,0,0,10,0,0,0,5,0,0,38,0,0,0,0,0,0,0,0,0,2,0,37,0
312,1,248,248,0,248,40,208,0,40,0,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
315,2,529,344,185,0,344,0,344,0,0,0,0,0,0,20,0,0,20,6,0,0,70,0,0,0,0,1,0,0,0,0,5,20,43,0
318,2,517,378,139,0,378,0,378,0,0,0,0,0,0,35,0,0,3,12,0,0,30,0,0,0,0,0,0,0,0,0,7,7,45,0
319,4,1109,940,169,276,790,150,664,126,0,150,0,0,0,51,0,0,3,30,0,0,0,0,0,0,0,2,0,0,0,0,10,3,70,0
320,4,832,639,193,0,639,0,639,0,0,0,0,0,0,40,0,0,10,19,4,0,0,10,0,0,0,4,0,0,0,0,12,9,85,0
322,3,505,331,174,0,331,0,331,0,0,0,0,0,0,34,0,0,9,10,8,0,63,0,0,0,0,1,0,0,0,0,5,15,29,0
323,3,262,114,148,0,114,0,114,0,0,0,0,0,0,0,0,0,16,3,0,0,20,0,0,0,0,0,0,0,0,0,2,38,69,0
324,3,1000,828,172,440,478,350,388,90,0,350,0,0,0,26,0,4,7,6,4,8,30,10,0,0,0,20,0,0,0,0,6,15,36,0
325,4,1511,1122,389,230,983,139,892,91,0,139,0,0,0,113,0,4,30,37,11,20,20,23,0,0,0,11,0,0,0,0,23,25,72,0
326,7,2746,1937,809,295,1727,210,1642,85,0,210,0,0,0,173,0,8,58,73,0,18,50,59,0,0,0,6,2,0,0,100,35,50,177,0
327,2,2315,1545,770,70,1545,0,1475,70,0,0,0,0,0,205,0,8,40,100,20,22,40,22,0,0,19,23,0,0,0,75,50,41,105,0
328,4,768,510,258,0,510,0,510,0,0,0,0,0,0,35,0,0,17,20,2,5,60,10,0,0,2,1,0,0,0,0,8,33,65,0
329,6,397,279,118,0,209,70,209,0,70,0,0,0,0,0,0,0,6,6,4,0,60,0,0,0,0,0,0,0,0,0,11,16,15,0
501,4,440,284,156,100,184,100,184,0,0,100,0,0,0,9,0,0,0,14,0,0,79,0,0,0,0,0,0,0,0,0,3,0,50,1
503,1,50,20,30,0,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0
504,1,383,298,85,0,298,0,298,0,0,0,0,0,0,22,0,0,5,10,0,0,0,0,0,0,0,2,0,0,0,0,4,12,30,0
505,2,420,250,170,0,248,2,248,0,2,0,0,0,0,24,0,0,0,20,4,0,46,0,0,0,0,2,0,0,0,0,4,0,70,0
506,2,278,264,14,200,47,217,47,0,17,200,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0
507,1,24,20,4,0,20,0,20,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
509,1,876,642,234,0,642,0,642,0,0,0,0,0,0,67,0,0,8,24,6,22,0,20,0,1,5,4,0,0,0,0,12,7,58,0
527,2,599,533,66,482,215,318,51,164,0,318,0,0,0,0,0,0,0,2,0,0,0,0,13,0,0,51,0,0,0,0,0,0,0,0
529,1,35,20,15,0,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0
531,5,1940,1359,581,198,1171,188,1093,78,68,120,0,0,0,119,0,8,32,84,18,28,90,16,0,3,1,3,2,0,0,0,21,50,106,0
532,3,1006,675,331,24,675,0,651,24,0,0,0,0,0,72,0,0,11,35,2,15,52,12,0,6,0,2,0,0,0,0,15,27,82,0
534,7,1370,898,472,120,818,80,768,50,10,70,0,0,0,59,0,0,15,18,10,12,123,12,0,0,0,24,0,0,0,0,11,46,140,2
535,5,1477,1026,451,30,1016,10,986,30,10,0,0,0,0,126,4,10,23,75,10,20,20,12,2,32,6,15,2,0,0,0,22,20,52,0
537,1,775,587,188,88,529,58,499,30,0,58,0,0,0,40,0,0,3,21,36,0,0,0,0,0,2,2,0,0,0,0,8,16,60,0
701,7,458,239,219,0,239,0,239,0,0,0,0,0,0,16,0,0,0,16,0,0,99,0,0,0,0,0,0,0,0,0,6,22,60,0
702,6,612,458,154,128,378,80,300,78,30,50,0,0,0,15,0,0,0,28,3,6,16,0,0,0,0,0,0,0,0,0,7,6,73,0
703,4,512,353,159,140,253,100,213,40,0,100,0,0,0,21,0,0,0,6,0,4,40,0,0,0,0,10,0,0,0,0,4,5,68,1
704,1,23,20,3,0,20,0,20,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
705,2,293,213,80,0,213,0,213,0,0,0,0,0,0,15,0,0,0,8,0,0,25,0,0,1,0,0,0,0,0,0,2,0,29,0
706,3,371,344,27,299,115,229,45,70,0,229,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,2,20,0,0
710,1,2691,2001,690,250,1538,463,1388,150,363,100,0,0,0,204,14,0,40,100,0,10,0,20,0,5,9,44,0,0,0,0,22,30,192,0
711,1,59,36,23,0,36,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0
712,3,1948,1530,418,230,1380,150,1300,80,0,150,0,0,0,97,0,4,26,70,12,7,25,10,0,0,0,15,0,0,0,0,31,10,111,0
714,1,26,20,6,0,20,0,20,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
715,2,76,40,36,0,40,0,40,0,0,0,0,0,0,0,0,0,0,2,4,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0
729,3,493,302,191,0,302,0,302,0,0,0,0,0,0,33,0,0,4,20,4,0,40,0,0,0,0,6,0,0,0,0,12,27,45,0
730,6,2303,1606,697,138,1556,50,1468,88,0,50,0,0,0,134,8,12,30,70,5,20,27,20,0,47,0,45,2,0,0,41,49,90,97,0
731,5,466,358,108,0,307,51,307,0,51,0,0,0,0,13,0,0,0,4,0,0,19,0,0,0,0,5,0,0,0,0,7,16,44,0
732,11,2415,1628,787,41,1628,0,1587,41,0,0,0,0,0,147,8,5,36,66,14,20,79,12,0,0,0,15,4,0,0,0,32,138,211,0
733,6,222,168,54,39,168,0,129,39,0,0,0,0,0,0,0,0,0,0,3,0,30,0,0,0,0,0,0,0,0,0,5,0,16,0
734,7,730,549,178,0,549,0,549,0,0,0,0,0,3,22,0,0,2,31,0,0,40,0,0,0,0,0,0,0,0,0,13,25,45,0
735,8,2853,2172,681,769,1825,347,1306,519,97,250,0,0,0,154,0,0,19,69,6,18,111,28,58,0,0,14,0,0,0,0,29,39,136,0
736,4,163,97,66,0,97,0,97,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,3,51,0,0
737,1,42,20,22,0,20,0,20,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,18,0
738,3,597,399,198,0,399,0,399,0,0,0,0,0,0,20,0,0,10,30,4,5,37,0,0,0,0,4,0,0,0,0,10,20,58,0
1101,2,232,216,16,200,66,150,16,50,0,150,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0
1103,1,130,48,82,0,48,0,48,0,0,0,0,0,0,6,0,0,0,6,0,0,54,0,0,0,0,0,0,0,0,0,1,0,15,0
1104,1,192,127,65,0,100,27,100,0,27,0,0,0,0,8,0,0,0,4,0,0,30,0,0,0,0,0,0,0,0,0,3,0,20,0
1106,3,1309,1020,289,262,823,197,758,65,0,197,0,0,0,63,2,0,9,30,3,12,0,10,0,0,5,20,0,0,0,0,6,15,114,0
1107,2,478,327,151,32,327,0,295,32,0,0,0,0,0,30,0,0,5,12,1,6,39,0,0,0,0,10,0,0,0,0,5,5,37,1
1201,3,1113,761,352,0,761,0,761,0,0,0,0,0,0,73,0,0,41,73,0,0,0,6,0,1,0,3,0,0,0,0,21,45,89,0
1204,5,1290,942,348,117,892,50,775,117,50,0,0,0,0,57,0,4,15,42,0,6,71,12,0,0,0,7,0,0,0,0,9,35,90,0
2201,4,1995,1370,625,33,1270,100,1237,33,100,0,0,0,0,140,8,0,32,63,11,21,40,14,0,0,5,15,1,0,0,0,26,45,204,0
2202,8,1508,1043,465,300,655,388,580,75,163,225,0,0,0,67,0,0,0,15,1,10,239,0,0,1,0,7,0,0,0,0,7,0,116,2
3101,7,1959,1064,895,50,1064,0,1014,50,0,0,0,0,0,119,12,0,24,49,85,16,200,52,0,18,0,11,4,0,0,40,24,25,216,0
3102,4,780,425,355,0,425,0,425,0,0,0,0,0,0,42,2,0,0,20,4,0,130,0,0,1,0,17,0,0,0,0,10,3,124,2
3103,2,363,250,113,0,250,0,250,0,0,0,0,0,0,21,0,0,8,10,3,0,24,0,0,0,0,2,0,0,0,0,5,10,30,0
3104,5,1398,998,400,100,998,0,898,100,0,0,0,0,0,78,0,0,12,35,10,10,84,6,0,0,0,5,1,0,0,0,27,28,104,0
3105,7,2603,1876,727,260,1535,341,1416,119,200,141,0,0,0,149,0,0,22,70,14,20,182,24,0,4,0,8,2,0,0,0,25,38,169,0
3106,8,1526,1102,424,252,712,390,642,70,40,182,0,168,0,50,0,0,5,33,6,8,169,0,0,0,0,9,0,0,11,0,11,5,116,1
3107,1,189,132,57,0,132,0,132,0,0,0,0,0,0,6,0,0,0,8,2,0,20,0,0,0,0,0,0,0,0,0,1,0,20,0
3108,1,63,63,0,63,0,63,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3109,3,571,386,185,0,349,37,349,0,37,0,0,0,0,36,0,0,11,33,15,0,0,0,0,0,0,2,0,0,0,0,12,25,51,0
3110,4,1680,1428,252,719,805,623,709,96,0,623,0,0,0,59,0,0,18,22,13,28,0,13,0,5,0,12,8,0,0,0,11,10,53,0
3111,1,635,461,174,25,461,0,436,25,0,0,0,0,0,41,0,0,12,31,6,13,0,0,0,0,0,4,0,0,0,0,10,16,41,0
3112,1,30,24,6,0,24,0,24,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3113,4,357,155,202,0,155,0,155,0,0,0,0,0,0,8,0,0,0,1,3,0,168,0,0,0,0,0,0,0,0,0,2,0,20,0
3114,1,36,19,17,0,19,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0
3116,1,554,431,123,0,431,0,431,0,0,0,0,0,0,35,0,0,8,23,0,0,0,0,0,0,0,6,0,0,0,0,12,10,29,0
3121,1,87,85,2,85,0,85,0,0,0,85,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3123,1,503,500,3,500,150,350,0,150,0,350,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3127,1,70,48,22,0,48,0,48,0,0,0,0,0,0,0,0,0,0,5,2,2,0,0,0,0,0,0,0,0,0,0,1,0,12,0
3201,8,3515,2578,937,858,2089,489,1683,406,37,452,0,0,0,160,0,2,42,87,48,42,11,26,4,11,0,25,0,0,0,45,33,76,325,0
3202,11,1132,629,503,0,629,0,629,0,0,0,0,0,0,45,0,0,17,22,30,0,93,24,0,0,0,1,0,0,0,0,14,40,215,2
3204,2,549,381,168,0,290,91,290,0,91,0,0,0,0,25,0,0,0,20,9,0,30,0,0,0,0,0,0,0,0,0,6,10,68,0
3206,2,474,450,24,429,81,369,21,60,0,369,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,21,0
3207,3,4436,3313,1123,125,2933,380,2908,25,280,100,0,0,0,305,9,17,54,162,0,12,0,24,0,0,38,127,5,0,0,0,60,40,266,4
3209,2,806,556,250,175,456,100,381,75,0,100,0,0,0,52,0,0,15,20,10,0,18,15,0,0,0,8,0,0,0,0,8,30,74,0
3210,5,909,561,348,0,561,0,561,0,0,0,0,0,0,54,0,0,5,28,15,0,44,10,0,0,0,0,0,0,0,0,10,63,119,0
3211,1,205,99,106,0,99,0,99,0,0,0,0,0,0,6,0,0,0,6,0,0,29,0,0,0,0,17,0,0,0,0,3,0,45,0
3301,1,240,240,0,240,60,180,0,60,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3303,4,863,677,186,350,437,240,327,110,0,240,0,0,0,18,0,0,0,21,0,12,46,0,0,0,0,7,0,0,0,0,5,4,73,0
3305,5,978,638,340,0,638,0,638,0,0,0,0,0,0,56,0,0,20,30,0,0,70,0,0,0,0,4,0,0,0,0,17,40,100,3
3306,1,391,276,115,170,136,140,106,30,0,140,0,0,0,12,0,0,3,10,0,0,30,0,0,4,0,0,0,0,0,0,2,15,39,0
3401,2,658,454,204,0,454,0,454,0,0,0,0,0,0,41,0,0,10,24,5,12,17,10,0,0,0,6,0,0,0,0,11,15,53,0
3402,2,1510,1076,434,0,1076,0,1076,0,0,0,0,0,0,90,2,0,28,43,9,24,16,20,0,0,0,17,0,0,0,0,14,30,141,0
3403,1,291,224,67,140,98,126,58,40,26,100,0,0,0,9,0,0,0,5,0,10,30,0,0,0,0,0,0,0,0,0,1,1,11,0
3405,1,40,20,20,0,20,0,20,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15,0
3406,1,99,99,0,99,40,59,0,40,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3407,2,804,717,87,487,210,507,130,80,100,407,0,0,0,10,0,0,0,4,8,0,46,0,0,0,0,0,0,0,0,0,2,2,15,0
3501,7,1477,1076,401,412,811,265,664,147,0,265,0,0,0,71,4,0,10,40,5,4,95,0,0,0,0,5,0,0,0,0,12,27,128,0
3502,1,236,183,53,0,183,0,183,0,0,0,0,0,0,15,0,0,2,6,0,0,0,0,0,2,0,1,0,0,0,0,2,7,18,0
3503,1,57,30,27,0,30,0,30,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,23,0
3504,2,94,80,14,0,80,0,80,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0
3505,3,1039,787,252,387,499,288,400,99,0,288,0,0,0,37,0,0,5,20,6,12,35,10,0,4,0,4,0,0,0,0,4,12,103,0
3508,1,51,20,31,0,20,0,20,0,0,0,0,0,0,0,0,0,0,2,0,0,14,0,0,0,0,0,0,0,0,0,0,0,15,0
3701,9,2978,2086,892,178,1820,266,1754,66,154,112,0,0,0,246,16,0,60,108,10,16,29,55,0,6,1,28,4,0,0,0,45,72,196,0
3702,2,1533,1349,184,690,809,540,599,210,60,480,0,0,0,49,0,0,10,18,0,0,0,0,0,0,3,2,0,0,0,0,7,22,73,0
3703,1,89,49,40,0,49,0,49,0,0,0,0,0,0,0,0,0,0,2,0,0,22,0,0,0,0,0,0,0,0,0,1,0,15,0
3704,2,60,40,20,0,40,0,40,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,15,0
3705,8,1328,871,457,300,631,240,571,60,0,240,0,0,0,66,0,0,28,52,0,0,78,0,0,0,0,1,0,0,32,0,22,27,151,0
3706,1,30,26,4,0,26,0,26,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3707,2,59,41,18,0,41,0,41,0,0,0,0,0,0,0,0,0,0,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0
3708,3,333,221,112,0,221,0,221,0,0,0,0,0,0,12,0,0,4,13,2,0,28,0,0,0,0,0,0,0,0,0,3,5,45,0
3710,1,39,39,0,0,39,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3715,1,62,62,0,0,19,43,19,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3717,1,609,475,134,200,325,150,275,50,0,150,0,0,0,20,0,0,0,5,0,6,20,10,0,0,0,0,0,0,0,0,3,5,65,0
3801,2,554,377,177,44,377,0,333,44,0,0,0,0,0,40,0,0,2,12,0,5,46,0,0,0,0,2,0,0,0,0,4,6,60,0
3802,2,716,511,205,73,437,74,414,23,24,50,0,0,0,26,0,0,8,20,0,17,38,0,0,8,0,0,0,0,0,0,6,5,77,0
3803,4,1385,1222,163,991,422,800,231,191,0,800,0,0,0,23,0,0,10,16,10,0,0,0,6,0,0,0,0,0,0,0,3,15,80,0
3804,2,349,234,115,0,234,0,234,0,0,0,0,0,0,15,0,0,0,20,0,0,12,0,0,13,0,0,0,0,0,0,5,5,45,0
3901,6,1668,1246,422,462,926,320,784,142,0,320,0,0,0,74,2,2,13,48,0,8,45,12,0,25,0,9,0,0,0,0,19,8,157,0
3902,1,74,21,53,0,21,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,1,0,30,0
3903,1,378,232,146,0,232,0,232,0,0,0,0,0,0,20,0,0,8,10,0,0,40,0,0,15,0,2,0,0,0,0,6,15,30,0
3904,2,342,220,122,0,220,0,220,0,0,0,0,0,0,24,0,0,0,12,0,0,30,0,0,0,0,2,0,0,0,0,6,3,45,0
3905,1,41,20,21,0,20,0,20,0,0,0,0,0,0,0,0,0,0,1,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0
3906,4,549,346,203,0,346,0,346,0,0,0,0,0,0,40,0,0,3,11,0,0,58,12,0,0,0,3,0,0,0,0,6,10,60,0
3913,1,154,116,38,0,116,0,116,0,0,0,0,0,0,6,0,0,0,9,0,0,0,0,0,0,0,4,0,0,0,0,2,2,15,0
4001,2,1601,1194,407,124,1095,99,1070,25,0,99,0,0,0,104,2,4,10,34,4,12,24,14,0,0,9,43,2,0,0,0,15,10,120,0
4003,1,928,690,238,90,650,40,600,50,0,40,0,0,0,56,0,3,9,15,0,15,30,10,0,0,2,12,0,0,0,0,11,15,60,0
4014,1,468,410,58,330,92,318,40,52,40,278,0,0,0,8,0,0,0,2,0,0,36,0,0,8,0,4,0,0,0,0,0,0,0,0
4301,9,2199,1460,739,132,1359,101,1299,60,29,72,0,0,0,132,0,0,21,54,23,34,124,10,0,0,0,14,0,0,0,0,23,66,236,2
4302,2,144,114,30,0,114,0,114,0,0,0,0,0,0,8,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,15,0
4303,2,1083,775,308,20,760,15,740,20,15,0,0,0,0,70,0,2,7,23,2,0,16,10,0,0,0,5,0,0,0,0,5,34,132,2
4304,3,187,104,83,0,104,0,104,0,0,0,0,0,0,14,0,0,2,12,0,0,0,0,0,0,0,0,0,0,0,0,1,7,47,0
4306,1,333,333,0,333,60,273,0,60,0,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4311,1,22,20,2,0,20,0,20,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4313,2,557,479,78,323,215,264,126,89,30,234,0,0,0,12,0,0,0,8,0,0,36,0,0,0,0,0,0,0,0,0,1,0,21,0
4315,1,153,149,4,149,104,45,0,104,0,45,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
4316,1,214,160,54,0,160,0,160,0,0,0,0,0,0,12,0,0,0,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,30,0
4401,3,473,353,120,116,273,80,237,36,0,80,0,0,0,23,4,0,6,24,0,2,0,0,0,0,0,6,0,0,0,0,7,9,39,0
4501,3,1703,1192,511,90,1019,173,929,90,173,0,0,0,0,112,0,4,22,50,6,29,30,20,0,25,6,26,4,0,0,0,20,25,132,0
4502,1,161,144,17,96,54,90,48,6,0,90,0,0,0,4,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0
4503,3,1588,1521,67,1354,325,1196,167,158,0,1196,0,0,0,12,0,0,0,9,0,6,0,0,0,6,0,0,0,0,0,0,2,6,26,0
4504,1,369,304,65,125,252,52,177,75,0,50,2,0,0,10,2,0,2,8,0,0,24,0,0,0,0,0,0,0,0,0,2,2,15,0
4506,1,219,200,19,200,40,160,0,40,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0
4508,1,23,20,3,0,20,0,20,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4601,5,1127,822,305,243,656,166,579,77,0,166,0,0,0,60,2,0,13,21,0,14,56,5,0,0,0,17,0,0,0,0,13,19,85,0
4602,1,32,20,12,0,20,0,20,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
4603,1,60,27,33,0,27,0,27,0,0,0,0,0,0,2,0,0,0,4,16,0,0,0,0,0,0,0,0,0,0,0,1,2,8,0
9003,1,294,200,94,90,140,60,110,30,0,60,0,0,0,9,0,0,5,14,0,2,0,0,0,7,0,4,0,0,0,0,3,20,30,0
9101,1,43,26,17,0,26,0,26,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,4,0,2,0,0,0,0,0,0,4,0
