鄉鎮市區碼,醫院家數,病床總計,一般病床小計,特殊病床小計,精神病床小計,急性病床小計,慢性病床小計,急性一般病床,精神急性一般病床,慢性一般病床,精神慢性一般病床,慢性結核病床,漢生病病床,國際醫療病床,加護病床,燒傷病床,燒傷加護病床,嬰兒病床,急診觀察床,其他觀察病床,安寧病床,慢性呼吸照護病床,亞急性呼吸照護病床,精神科加護病床,普通隔離病床,正壓隔離病床,負壓隔離病床,骨髓移植病床,性侵害犯罪加害人強制治療病床,急性後期照護病床,整合醫學急診後送病床,手術恢復床,嬰兒床,血液透析床,腹膜透析床
101,5,1301,848,453,153,745,103,695,50,0,103,0,0,0,54,0,0,33,51,0,0,84,0,0,0,0,10,0,0,0,0,16,67,138,0
102,5,1402,1013,389,0,1013,0,1013,0,0,0,0,0,0,62,0,4,23,63,0,0,37,8,0,0,0,2,0,0,0,0,19,52,119,0
109,1,3065,2259,806,498,2126,133,1761,365,0,133,0,0,0,170,0,0,35,80,11,16,179,12,12,13,0,33,0,0,0,0,26,50,169,0
110,4,1278,824,454,0,804,20,804,0,20,0,0,0,0,100,0,8,55,39,0,0,90,0,0,20,9,2,0,0,0,0,12,71,48,0
111,3,2167,1574,593,118,1574,0,1456,118,0,0,0,0,0,128,8,3,46,42,2,15,112,24,0,0,1,18,2,0,0,0,40,46,106,0
115,1,832,543,289,25,543,0,518,25,0,0,0,0,0,62,0,3,21,40,0,8,0,8,0,0,0,2,0,0,0,0,15,25,105,0
116,6,5105,4132,973,680,3848,284,3385,463,67,217,0,0,0,311,14,12,41,97,6,34,32,28,0,90,33,21,11,0,0,0,54,39,150,0
117,2,828,545,283,25,545,0,520,25,0,0,0,0,0,58,0,0,17,25,0,20,72,0,0,0,0,4,0,0,0,0,12,15,60,0
118,3,2673,1891,782,68,1891,0,1823,68,0,0,0,0,0,260,10,4,48,122,0,17,0,15,0,94,1,51,14,0,0,0,56,20,70,0
119,4,439,248,191,0,169,79,169,0,79,0,0,0,0,8,0,0,0,10,8,0,30,0,0,0,0,0,0,0,0,0,4,3,127,1
120,2,861,592,269,38,592,0,554,38,0,0,0,0,0,47,4,0,10,29,6,10,60,10,0,0,0,12,0,0,0,0,12,15,54,0
301,11,1117,736,381,12,691,45,679,12,45,0,0,0,0,49,0,0,8,31,2,0,122,15,0,0,0,0,0,0,0,0,10,28,116,0
302,1,93,54,39,0,54,0,54,0,0,0,0,0,0,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,30,0
303,3,393,332,61,99,269,63,233,36,0,63,0,0,0,21,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,3,5,22,1
304,2,450,450,0,450,80,370,0,80,0,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
305,1,1149,857,292,50,795,62,745,50,62,0,0,0,0,85,0,0,16,21,0,10,40,10,0,0,0,0,0,0,0,0,12,20,78,0
306,3,1415,944,471,180,744,200,664,80,100,100,0,0,0,90,0,10,20,31,10,0,140,20,0,0,0,0,0,0,0,0,10,20,120,0
309,1,1130,909,221,50,549,360,499,50,360,0,0,0,0,55,0,0,5,22,4,18,0,12,0,0,0,1,0,0,0,0,10,6,88,0
310,1,232,137,95,0,137,0,137,0,0,0,0,0,0,12,0,0,0,5,0,0,38,0,0,0,0,0,0,0,0,0,2,0,38,0
312,1,248,248,0,248,40,208,0,40,0,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
315,2,217,143,74,0,143,0,143,0,0,0,0,0,0,0,0,0,0,6,0,0,52,0,0,0,0,0,0,0,0,0,3,0,13,0
318,4,390,246,144,0,246,0,246,0,0,0,0,0,0,12,0,0,3,18,0,0,55,0,0,0,0,0,0,0,0,0,5,5,46,0
319,4,1085,922,163,276,772,150,646,126,0,150,0,0,0,51,0,0,4,31,0,0,0,0,0,0,0,2,0,0,0,0,10,4,61,0
320,3,685,516,169,0,516,0,516,0,0,0,0,0,0,40,0,0,10,16,4,0,0,10,0,0,0,4,0,0,0,0,11,9,65,0
322,3,505,331,174,0,331,0,331,0,0,0,0,0,0,34,0,0,9,10,8,0,63,0,0,0,0,1,0,0,0,0,5,15,29,0
323,3,262,114,148,0,114,0,114,0,0,0,0,0,0,0,0,0,16,3,0,0,20,0,0,0,0,0,0,0,0,0,2,38,69,0
324,3,998,828,170,440,478,350,388,90,0,350,0,0,0,26,0,4,7,6,4,6,30,10,0,0,0,20,0,0,0,0,6,15,36,0
325,4,1441,1072,369,264,933,139,808,125,0,139,0,0,0,113,5,0,30,37,11,20,20,16,0,0,0,11,0,0,0,0,23,25,58,0
326,8,2682,1952,730,295,1742,210,1657,85,0,210,0,0,0,173,0,8,58,76,0,18,60,59,0,0,0,6,2,0,0,0,35,50,185,0
327,2,2255,1545,710,70,1545,0,1475,70,0,0,0,0,0,203,0,8,36,100,15,18,40,22,0,0,19,20,0,0,0,40,45,45,99,0
328,3,802,510,292,0,510,0,510,0,0,0,0,0,0,54,0,0,17,20,2,0,60,15,0,0,2,1,0,0,0,0,8,33,80,0
329,7,396,291,105,0,221,70,221,0,70,0,0,0,0,0,0,0,0,6,0,2,60,0,0,0,0,0,0,0,0,0,6,16,15,0
501,4,457,284,173,100,184,100,184,0,0,100,0,0,0,16,0,0,0,14,0,0,89,0,0,0,0,0,0,0,0,0,3,0,50,1
503,1,50,20,30,0,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0
504,1,376,298,78,0,298,0,298,0,0,0,0,0,0,20,0,0,5,5,0,0,0,0,0,0,0,2,0,0,0,0,4,12,30,0
505,2,347,188,159,0,186,2,186,0,2,0,0,0,0,27,0,0,0,20,4,0,46,0,0,0,0,2,0,0,0,0,2,0,58,0
506,2,275,264,11,200,47,217,47,0,17,200,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
507,1,26,20,6,0,20,0,20,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
509,1,877,642,235,0,642,0,642,0,0,0,0,0,0,67,0,0,8,24,6,22,0,20,0,1,5,4,0,0,0,0,13,7,58,0
527,2,607,549,58,498,231,318,51,180,0,318,0,0,0,0,0,0,0,2,0,0,0,0,5,0,0,51,0,0,0,0,0,0,0,0
529,1,35,20,15,0,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0
531,5,2067,1490,577,158,1131,359,1093,38,239,120,0,0,0,119,0,8,32,86,20,15,90,16,0,3,1,3,2,0,0,0,16,52,114,0
532,3,1006,681,325,24,681,0,657,24,0,0,0,0,0,72,0,0,11,34,2,15,60,12,0,0,0,2,0,0,0,0,15,27,75,0
533,1,40,40,0,40,40,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
534,7,1369,898,471,120,818,80,768,50,10,70,0,0,0,58,0,0,15,24,26,12,123,12,0,0,0,2,0,0,0,0,11,46,140,2
535,5,1478,1026,452,30,1016,10,986,30,10,0,0,0,0,126,4,10,23,75,6,20,20,12,2,22,6,20,2,0,0,0,12,40,52,0
537,1,620,447,173,40,447,0,407,40,0,0,0,0,0,30,0,0,0,21,36,0,0,20,0,0,2,0,0,0,0,0,3,16,45,0
701,7,466,239,227,0,239,0,239,0,0,0,0,0,0,16,0,0,0,16,0,0,107,0,0,0,0,0,0,0,0,0,6,22,60,0
702,6,550,389,161,108,309,80,251,58,30,50,0,0,0,7,0,0,0,25,3,6,35,0,0,0,0,0,0,0,0,0,7,6,72,0
703,5,583,377,206,140,277,100,237,40,0,100,0,0,0,21,0,0,0,9,0,0,74,0,0,0,0,10,0,0,0,0,5,5,81,1
704,1,23,20,3,0,20,0,20,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
705,2,293,213,80,0,213,0,213,0,0,0,0,0,0,15,0,0,0,8,0,0,25,0,0,1,0,0,0,0,0,0,2,0,29,0
706,3,370,344,26,299,115,229,45,70,0,229,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,1,20,0,0
710,1,2686,2001,685,250,1538,463,1388,150,363,100,0,0,0,201,14,0,40,100,0,10,0,20,0,5,9,44,0,0,0,0,20,30,192,0
711,1,60,36,24,0,36,0,36,0,0,0,0,0,0,0,0,0,0,0,1,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0
712,3,1759,1378,381,230,1228,150,1148,80,0,150,0,0,0,89,0,4,26,70,12,5,0,10,0,0,0,15,0,0,0,0,29,10,111,0
714,1,26,20,6,0,20,0,20,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
715,2,76,40,36,0,40,0,40,0,0,0,0,0,0,0,0,0,0,2,4,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0
729,3,507,302,205,0,302,0,302,0,0,0,0,0,0,30,0,0,12,20,4,0,40,0,0,4,0,6,0,0,0,0,12,32,45,0
730,6,2342,1635,707,138,1585,50,1497,88,0,50,0,0,0,134,16,4,24,81,5,20,24,20,0,5,0,88,2,0,0,41,49,124,70,0
731,5,510,371,139,0,310,61,310,0,61,0,0,0,0,13,0,0,0,5,0,0,49,0,0,0,0,5,0,0,0,0,7,11,49,0
732,12,2361,1599,762,41,1599,0,1558,41,0,0,0,0,0,142,13,0,24,66,8,20,79,24,0,0,0,15,4,0,0,0,41,136,190,0
733,6,226,168,58,39,168,0,129,39,0,0,0,0,0,0,0,0,0,2,3,0,30,0,0,0,0,0,0,0,0,0,5,0,18,0
734,7,698,539,156,0,539,0,539,0,0,0,0,0,3,22,0,0,2,21,0,0,40,0,0,0,0,0,0,0,0,0,13,25,33,0
735,8,2834,2149,685,769,1802,347,1283,519,97,250,0,0,0,156,0,0,22,74,3,15,107,28,58,0,0,14,0,0,0,0,24,53,131,0
736,5,210,143,67,0,143,0,143,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0,0,0,0,0,0,0,0,4,51,0,0
737,1,41,20,21,0,20,0,20,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17,0
738,4,659,434,225,0,434,0,434,0,0,0,0,0,0,20,0,0,10,31,0,0,67,0,0,0,0,4,0,0,0,0,10,25,58,0
1101,2,233,216,17,200,66,150,16,50,0,150,0,0,0,0,0,0,0,1,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0
1103,1,130,48,82,0,48,0,48,0,0,0,0,0,0,6,0,0,0,6,0,0,54,0,0,0,0,0,0,0,0,0,1,0,15,0
1104,1,192,127,65,0,100,27,100,0,27,0,0,0,0,8,0,0,0,4,0,0,30,0,0,0,0,0,0,0,0,0,3,0,20,0
1106,3,1326,1037,289,262,840,197,775,65,0,197,0,0,0,63,2,0,9,30,3,12,0,10,0,0,5,20,0,0,0,0,6,15,114,0
1107,2,500,341,159,32,341,0,309,32,0,0,0,0,0,32,0,0,5,12,1,6,43,0,0,0,0,10,0,0,0,0,5,7,37,1
1201,3,1108,761,347,0,761,0,761,0,0,0,0,0,0,67,0,0,41,73,0,0,0,7,0,1,0,3,0,0,0,0,21,45,89,0
1204,5,1296,942,354,117,892,50,775,117,50,0,0,0,0,57,0,4,15,42,0,6,77,12,0,0,0,7,0,0,0,0,9,35,90,0
2201,4,2009,1370,639,33,1270,100,1237,33,100,0,0,0,0,143,8,0,37,64,11,21,40,18,0,0,6,15,0,0,0,0,26,46,204,0
2202,8,1457,984,473,300,596,388,521,75,163,225,0,0,0,67,0,0,0,15,5,4,249,0,0,1,0,7,0,0,0,0,7,0,116,2
3101,7,1821,974,847,28,974,0,946,28,0,0,0,0,0,117,12,0,20,51,75,15,200,46,0,18,0,11,1,0,0,0,25,40,216,0
3102,4,694,338,356,0,338,0,338,0,0,0,0,0,0,48,2,0,0,20,4,0,148,0,0,1,0,17,0,0,0,0,10,3,101,2
3103,3,397,270,127,0,270,0,270,0,0,0,0,0,0,17,0,0,8,10,4,0,24,0,0,0,0,2,0,0,0,0,6,26,30,0
3104,5,1381,984,397,100,984,0,884,100,0,0,0,0,0,72,0,0,12,35,11,10,100,10,0,0,0,5,0,0,0,0,18,28,96,0
3105,6,2408,1737,671,260,1396,341,1277,119,200,141,0,0,0,147,0,0,26,75,21,29,103,32,0,4,0,16,2,0,0,0,22,45,149,0
3106,8,1558,1141,417,252,732,409,662,70,40,182,0,187,0,47,0,0,5,35,12,0,194,0,0,0,0,9,0,0,0,0,9,5,100,1
3107,1,197,132,65,0,132,0,132,0,0,0,0,0,0,12,0,0,0,8,2,0,20,0,0,0,0,0,0,0,0,0,1,0,22,0
3108,1,63,63,0,63,0,63,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3109,3,578,399,179,0,362,37,362,0,37,0,0,0,0,36,0,0,15,33,8,0,0,0,0,0,0,0,0,0,0,0,11,25,51,0
3110,5,2032,1779,253,947,946,833,832,114,0,833,0,0,0,59,0,0,18,22,13,28,0,13,0,5,0,12,8,0,0,0,12,10,53,0
3111,1,632,465,167,25,465,0,440,25,0,0,0,0,0,43,0,0,12,31,6,13,0,0,0,0,0,0,0,0,0,0,10,16,36,0
3112,1,30,24,6,0,24,0,24,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3113,4,345,142,203,0,142,0,142,0,0,0,0,0,0,8,0,0,0,2,3,0,168,0,0,0,0,0,0,0,0,0,2,0,20,0
3114,1,41,20,21,0,20,0,20,0,0,0,0,0,0,0,0,0,0,0,4,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0
3121,1,87,85,2,85,0,85,0,0,0,85,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3123,1,503,500,3,500,100,400,0,100,0,400,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3127,1,70,48,22,0,48,0,48,0,0,0,0,0,0,0,0,0,0,5,2,2,0,0,0,0,0,0,0,0,0,0,1,0,12,0
3201,9,3486,2577,909,843,2086,491,1695,391,39,452,0,0,0,149,0,2,36,87,51,47,40,26,4,11,0,28,0,0,0,0,34,101,293,0
3202,11,1133,624,509,0,624,0,624,0,0,0,0,0,0,48,0,0,17,23,32,0,93,24,0,0,0,1,0,0,0,0,14,40,215,2
3204,2,556,381,175,0,290,91,290,0,91,0,0,0,0,25,0,0,0,20,8,0,38,0,0,0,0,0,0,0,0,0,6,10,68,0
3206,2,474,450,24,429,81,369,21,60,0,369,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,21,0
3207,3,4418,3280,1138,125,2900,380,2875,25,280,100,0,0,0,305,28,0,54,160,0,12,15,24,0,0,38,127,5,0,0,0,60,40,266,4
3209,2,805,559,246,175,459,100,384,75,0,100,0,0,0,48,4,0,15,20,10,0,24,15,0,0,0,0,0,0,0,0,8,30,72,0
3210,5,959,611,348,0,611,0,611,0,0,0,0,0,0,54,0,0,5,28,15,0,44,10,0,0,0,0,0,0,0,0,10,63,119,0
3211,1,157,95,62,0,95,0,95,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,17,0,0,0,0,3,0,32,0
3301,1,240,240,0,240,60,180,0,60,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3303,4,854,665,189,338,415,250,327,88,0,250,0,0,0,18,0,0,0,21,1,12,60,0,0,0,0,7,0,0,0,0,5,4,61,0
3305,3,652,396,256,0,396,0,396,0,0,0,0,0,0,36,0,0,10,18,6,0,82,0,0,0,0,0,0,0,0,0,7,20,77,0
3306,1,421,316,105,170,176,140,146,30,0,140,0,0,0,12,0,0,3,10,0,0,30,0,0,4,0,0,0,0,0,0,2,15,29,0
3401,2,645,454,191,0,454,0,454,0,0,0,0,0,0,41,0,0,10,24,5,12,17,10,0,0,0,6,0,0,0,0,11,15,40,0
3402,2,1560,1139,421,0,1139,0,1139,0,0,0,0,0,0,86,3,0,28,43,9,24,16,20,0,0,0,17,0,0,0,0,14,30,131,0
3403,1,302,245,57,140,98,147,58,40,47,100,0,0,0,9,0,0,0,5,0,0,30,0,0,0,0,0,0,0,0,0,1,1,11,0
3405,1,40,20,20,0,20,0,20,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15,0
3406,1,99,99,0,99,40,59,0,40,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3407,2,806,727,79,487,212,515,132,80,108,407,0,0,0,10,0,0,0,4,0,0,46,0,0,0,0,0,0,0,0,0,2,2,15,0
3501,7,1500,1082,418,319,910,172,763,147,0,172,0,0,0,65,4,0,10,40,5,0,113,0,0,1,0,13,0,0,0,0,12,27,128,0
3502,1,200,147,53,0,147,0,147,0,0,0,0,0,0,15,0,0,2,6,0,0,0,0,0,2,0,1,0,0,0,0,2,7,18,0
3503,1,53,30,23,0,30,0,30,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,19,0
3504,2,95,61,34,0,61,0,61,0,0,0,0,0,0,0,0,0,0,5,0,0,20,0,0,0,0,0,0,0,0,0,1,0,8,0
3505,3,1027,787,240,387,499,288,400,99,0,288,0,0,0,27,0,0,5,14,8,12,37,10,0,4,0,4,0,0,0,0,4,12,103,0
3508,1,51,20,31,0,20,0,20,0,0,0,0,0,0,0,0,0,0,2,0,0,14,0,0,0,0,0,0,0,0,0,0,0,15,0
3701,9,2878,1976,902,192,1721,255,1641,80,143,112,0,0,0,256,16,0,70,110,11,16,0,57,0,7,1,24,4,0,0,0,45,90,195,0
3702,4,1589,1369,220,690,829,540,619,210,60,480,0,0,0,54,0,0,10,20,0,0,0,0,0,0,3,2,0,0,0,0,7,22,102,0
3703,1,89,49,40,0,49,0,49,0,0,0,0,0,0,0,0,0,0,2,0,0,22,0,0,0,0,0,0,0,0,0,1,0,15,0
3704,2,60,40,20,0,40,0,40,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,15,0
3705,8,1104,737,367,300,497,240,437,60,0,240,0,0,0,59,0,0,28,47,0,0,78,0,0,0,0,1,0,0,0,0,20,27,107,0
3706,1,30,26,4,0,26,0,26,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
