鄉鎮市區碼,醫院家數,病床總計,一般病床小計,特殊病床小計,精神病床小計,急性病床小計,慢性病床小計,急性一般病床,精神急性一般病床,慢性一般病床,精神慢性一般病床,慢性結核病床,漢生病病床,國際醫療病床,加護病床,燒傷病床,燒傷加護病床,嬰兒病床,急診觀察床,其他觀察病床,安寧病床,慢性呼吸照護病床,亞急性呼吸照護病床,精神科加護病床,普通隔離病床,正壓隔離病床,負壓隔離病床,骨髓移植病床,性侵害犯罪加害人強制治療病床,急性後期照護病床,整合醫學急診後送病床,手術恢復床,嬰兒床,血液透析床,腹膜透析床
534,7,1370,898,472,120,818,80,768,50,10,70,0,0,0,59,0,0,15,18,10,12,123,12,0,0,0,24,0,0,0,0,11,46,140,2
535,5,1459,1026,433,30,1016,10,986,30,10,0,0,0,0,126,4,10,23,75,6,20,20,12,2,24,6,19,2,0,0,0,12,20,52,0
537,1,731,545,186,88,487,58,457,30,0,58,0,0,0,40,0,0,3,21,36,0,0,20,0,0,2,0,0,0,0,0,3,16,45,0
701,7,458,239,219,0,239,0,239,0,0,0,0,0,0,16,0,0,0,16,0,0,99,0,0,0,0,0,0,0,0,0,6,22,60,0
702,6,601,436,165,128,356,80,278,78,30,50,0,0,0,7,0,0,0,29,3,6,35,0,0,0,0,0,0,0,0,0,7,6,72,0
703,4,522,357,165,140,257,100,217,40,0,100,0,0,0,21,0,0,0,6,0,0,50,0,0,0,0,10,0,0,0,0,4,5,68,1
704,1,23,20,3,0,20,0,20,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
705,2,293,213,80,0,213,0,213,0,0,0,0,0,0,15,0,0,0,8,0,0,25,0,0,1,0,0,0,0,0,0,2,0,29,0
706,3,371,344,27,299,115,229,45,70,0,229,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,2,20,0,0
710,1,2685,2001,684,250,1538,463,1388,150,363,100,0,0,0,201,14,0,40,100,0,10,0,20,0,5,9,43,0,0,0,0,20,30,192,0
711,1,59,36,23,0,36,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0
712,3,1946,1530,416,230,1380,150,1300,80,0,150,0,0,0,97,0,4,26,70,12,7,25,10,0,0,0,15,0,0,0,0,29,10,111,0
714,1,26,20,6,0,20,0,20,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
715,2,76,40,36,0,40,0,40,0,0,0,0,0,0,0,0,0,0,2,4,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0
729,3,493,302,191,0,302,0,302,0,0,0,0,0,0,33,0,0,4,20,4,0,40,0,0,0,0,6,0,0,0,0,12,27,45,0
730,6,2301,1635,666,138,1585,50,1497,88,0,50,0,0,0,134,8,12,36,70,5,20,24,20,0,5,0,88,2,0,0,41,49,82,70,0
731,5,466,358,108,0,307,51,307,0,51,0,0,0,0,13,0,0,0,4,0,0,19,0,0,0,0,5,0,0,0,0,7,16,44,0
732,11,2407,1628,779,41,1628,0,1587,41,0,0,0,0,0,147,8,5,34,66,10,20,79,12,0,0,0,15,4,0,0,0,32,136,211,0
733,6,222,168,54,39,168,0,129,39,0,0,0,0,0,0,0,0,0,0,3,0,30,0,0,0,0,0,0,0,0,0,5,0,16,0
734,7,720,549,168,0,549,0,549,0,0,0,0,0,3,22,0,0,2,21,0,0,40,0,0,0,0,0,0,0,0,0,13,25,45,0
735,8,2853,2167,686,769,1820,347,1301,519,97,250,0,0,0,154,0,0,19,69,6,18,111,28,58,0,0,14,0,0,0,0,30,43,136,0
736,4,162,97,65,0,97,0,97,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,3,51,0,0
737,1,42,20,22,0,20,0,20,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,18,0
738,3,588,399,189,0,399,0,399,0,0,0,0,0,0,20,0,0,10,30,0,0,37,0,0,0,0,4,0,0,0,0,10,20,58,0
1101,2,232,216,16,200,66,150,16,50,0,150,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0
1103,1,130,48,82,0,48,0,48,0,0,0,0,0,0,6,0,0,0,6,0,0,54,0,0,0,0,0,0,0,0,0,1,0,15,0
1104,1,192,127,65,0,100,27,100,0,27,0,0,0,0,8,0,0,0,4,0,0,30,0,0,0,0,0,0,0,0,0,3,0,20,0
1106,3,1351,1062,289,262,865,197,800,65,0,197,0,0,0,63,2,0,9,30,3,12,0,10,0,0,5,20,0,0,0,0,6,15,114,0
1107,2,480,341,139,32,341,0,309,32,0,0,0,0,0,26,0,0,5,12,1,6,31,0,0,0,0,10,0,0,0,0,5,5,37,1
1201,3,1113,761,352,0,761,0,761,0,0,0,0,0,0,73,0,0,41,73,0,0,0,6,0,1,0,3,0,0,0,0,21,45,89,0
1204,5,1290,942,348,117,892,50,775,117,50,0,0,0,0,57,0,4,15,42,0,6,71,12,0,0,0,7,0,0,0,0,9,35,90,0
2201,4,2000,1370,630,33,1270,100,1237,33,100,0,0,0,0,140,8,0,37,63,11,21,40,14,0,0,5,15,1,0,0,0,26,45,204,0
2202,8,1508,1043,465,300,655,388,580,75,163,225,0,0,0,67,0,0,0,15,5,6,239,0,0,1,0,7,0,0,0,0,7,0,116,2
3101,7,1943,1053,890,50,1053,0,1003,50,0,0,0,0,0,119,12,0,20,49,85,16,200,54,0,18,0,11,1,0,0,40,24,25,216,0
3102,4,729,378,351,0,378,0,378,0,0,0,0,0,0,42,2,0,0,20,4,0,130,0,0,1,0,17,0,0,0,0,10,3,120,2
3103,2,363,250,113,0,250,0,250,0,0,0,0,0,0,21,0,0,8,10,3,0,24,0,0,0,0,2,0,0,0,0,5,10,30,0
3104,5,1393,998,395,100,998,0,898,100,0,0,0,0,0,78,0,0,12,35,10,10,84,10,0,0,0,5,0,0,0,0,27,28,96,0
3105,7,2584,1856,728,260,1515,341,1396,119,200,141,0,0,0,149,0,0,26,75,14,20,183,24,0,4,0,8,2,0,0,0,24,45,154,0
3106,8,1518,1102,416,252,712,390,642,70,40,182,0,168,0,50,0,0,5,33,6,8,169,0,0,0,0,9,0,0,11,0,11,5,108,1
3107,1,193,132,61,0,132,0,132,0,0,0,0,0,0,10,0,0,0,8,2,0,20,0,0,0,0,0,0,0,0,0,1,0,20,0
3108,1,63,63,0,63,0,63,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3109,3,571,386,185,0,349,37,349,0,37,0,0,0,0,36,0,0,11,33,15,0,0,0,0,0,0,2,0,0,0,0,12,25,51,0
3110,5,1987,1734,253,902,946,788,832,114,0,788,0,0,0,59,0,0,18,22,13,28,0,13,0,5,0,12,8,0,0,0,12,10,53,0
3111,1,635,465,170,25,465,0,440,25,0,0,0,0,0,41,0,0,12,31,6,13,0,0,0,0,0,0,0,0,0,0,10,16,41,0
3112,1,30,24,6,0,24,0,24,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3113,4,358,155,203,0,155,0,155,0,0,0,0,0,0,8,0,0,0,2,3,0,168,0,0,0,0,0,0,0,0,0,2,0,20,0
3114,1,41,20,21,0,20,0,20,0,0,0,0,0,0,0,0,0,0,0,4,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0
3116,1,451,338,113,0,338,0,338,0,0,0,0,0,0,30,0,0,5,23,0,0,0,0,0,0,0,6,0,0,0,0,10,10,29,0
3121,1,87,85,2,85,0,85,0,0,0,85,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3123,1,503,500,3,500,150,350,0,150,0,350,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3127,1,70,48,22,0,48,0,48,0,0,0,0,0,0,0,0,0,0,5,2,2,0,0,0,0,0,0,0,0,0,0,1,0,12,0
3201,9,3523,2588,935,843,2099,489,1708,391,37,452,0,0,0,160,0,2,42,87,51,42,40,26,4,11,0,25,0,0,0,0,34,101,310,0
3202,11,1136,629,507,0,629,0,629,0,0,0,0,0,0,48,0,0,17,23,30,0,93,24,0,0,0,1,0,0,0,0,14,40,215,2
3204,2,556,381,175,0,290,91,290,0,91,0,0,0,0,25,0,0,0,20,8,0,38,0,0,0,0,0,0,0,0,0,6,10,68,0
3206,2,474,450,24,429,81,369,21,60,0,369,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,21,0
3207,3,4424,3313,1111,125,2933,380,2908,25,280,100,0,0,0,293,9,17,54,162,0,12,0,24,0,0,38,127,5,0,0,0,60,40,266,4
3209,2,807,551,256,175,451,100,376,75,0,100,0,0,0,52,0,0,15,20,10,0,24,15,0,0,0,8,0,0,0,0,8,30,74,0
3210,5,959,611,348,0,611,0,611,0,0,0,0,0,0,54,0,0,5,28,15,0,44,10,0,0,0,0,0,0,0,0,10,63,119,0
3211,1,205,99,106,0,99,0,99,0,0,0,0,0,0,6,0,0,0,6,0,0,29,0,0,0,0,17,0,0,0,0,3,0,45,0
3301,1,180,180,0,180,60,120,0,60,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3303,4,876,687,189,360,437,250,327,110,0,250,0,0,0,18,0,0,0,21,0,12,60,0,0,0,0,7,0,0,0,0,5,4,62,0
3305,4,798,496,302,0,496,0,496,0,0,0,0,0,0,46,0,0,14,30,0,0,82,0,0,0,0,4,0,0,0,0,12,22,92,0
3306,1,391,276,115,170,136,140,106,30,0,140,0,0,0,12,0,0,3,10,0,0,30,0,0,4,0,0,0,0,0,0,2,15,39,0
3401,2,658,454,204,0,454,0,454,0,0,0,0,0,0,41,0,0,10,24,5,12,17,10,0,0,0,6,0,0,0,0,11,15,53,0
3402,2,1561,1140,421,0,1140,0,1140,0,0,0,0,0,0,86,3,0,28,43,9,24,16,20,0,0,0,17,0,0,0,0,14,30,131,0
3403,1,281,224,57,140,98,126,58,40,26,100,0,0,0,9,0,0,0,5,0,0,30,0,0,0,0,0,0,0,0,0,1,1,11,0
3405,1,40,20,20,0,20,0,20,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15,0
3406,1,99,99,0,99,40,59,0,40,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3407,2,814,727,87,487,212,515,132,80,108,407,0,0,0,10,0,0,0,4,8,0,46,0,0,0,0,0,0,0,0,0,2,2,15,0
3501,7,1477,1076,401,412,811,265,664,147,0,265,0,0,0,71,4,0,10,40,5,4,95,0,0,0,0,5,0,0,0,0,12,27,128,0
3502,1,236,183,53,0,183,0,183,0,0,0,0,0,0,15,0,0,2,6,0,0,0,0,0,2,0,1,0,0,0,0,2,7,18,0
3503,1,57,30,27,0,30,0,30,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,23,0
3504,2,75,61,14,0,61,0,61,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0
3505,3,1043,787,256,387,499,288,400,99,0,288,0,0,0,37,0,0,5,20,8,12,37,10,0,4,0,4,0,0,0,0,4,12,103,0
3508,1,51,20,31,0,20,0,20,0,0,0,0,0,0,0,0,0,0,2,0,0,14,0,0,0,0,0,0,0,0,0,0,0,15,0
3701,9,3034,2114,920,218,1848,266,1742,106,154,112,0,0,0,248,16,0,70,108,10,16,29,57,0,6,1,24,4,0,0,0,45,90,196,0
3702,2,1533,1349,184,690,809,540,599,210,60,480,0,0,0,49,0,0,10,18,0,0,0,0,0,0,3,2,0,0,0,0,7,22,73,0
3703,1,89,49,40,0,49,0,49,0,0,0,0,0,0,0,0,0,0,2,0,0,22,0,0,0,0,0,0,0,0,0,1,0,15,0
3704,2,60,40,20,0,40,0,40,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,15,0
3705,8,1343,886,457,300,646,240,586,60,0,240,0,0,0,66,0,0,28,52,0,0,78,0,0,0,0,1,0,0,32,0,22,27,151,0
3706,1,30,26,4,0,26,0,26,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3707,2,62,41,21,0,41,0,41,0,0,0,0,0,0,0,0,0,0,3,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0
3708,3,336,221,115,0,221,0,221,0,0,0,0,0,0,15,0,0,4,13,2,0,28,0,0,0,0,0,0,0,0,0,3,5,45,0
3710,1,39,39,0,0,39,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3715,1,62,62,0,0,19,43,19,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3717,1,609,475,134,200,325,150,275,50,0,150,0,0,0,20,0,0,0,5,0,6,20,10,0,0,0,0,0,0,0,0,3,5,65,0
3801,2,544,335,209,44,335,0,291,44,0,0,0,0,0,40,0,0,2,12,0,5,46,0,0,0,0,34,0,0,0,0,4,6,60,0
3802,2,712,511,201,73,437,74,414,23,24,50,0,0,0,26,0,0,8,20,0,15,38,0,0,6,0,0,0,0,0,0,6,5,77,0
3803,4,1382,1222,160,991,422,800,231,191,0,800,0,0,0,20,0,0,10,16,10,0,0,0,6,0,0,0,0,0,0,0,3,15,80,0
3804,2,349,234,115,0,234,0,234,0,0,0,0,0,0,15,0,0,0,20,0,0,12,0,0,13,0,0,0,0,0,0,5,5,45,0
3806,1,28,20,8,0,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0
3901,5,1601,1216,385,462,896,320,754,142,0,320,0,0,0,81,2,2,13,46,0,8,45,0,0,25,0,9,0,0,0,0,19,8,127,0
3902,1,74,21,53,0,21,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,1,0,30,0
3903,1,418,272,146,0,272,0,272,0,0,0,0,0,0,20,0,0,8,10,0,0,40,0,0,15,0,2,0,0,0,0,6,15,30,0
3904,2,342,220,122,0,220,0,220,0,0,0,0,0,0,24,0,0,0,12,0,0,30,0,0,0,0,2,0,0,0,0,6,3,45,0
3905,1,41,20,21,0,20,0,20,0,0,0,0,0,0,0,0,0,0,1,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0
3906,4,564,346,218,0,346,0,346,0,0,0,0,0,0,40,0,0,3,11,0,0,58,12,0,0,0,3,0,0,0,0,6,10,75,0
3913,1,154,116,38,0,116,0,116,0,0,0,0,0,0,6,0,0,0,9,0,0,0,0,0,0,0,4,0,0,0,0,2,2,15,0
4001,2,1601,1194,407,124,1095,99,1070,25,0,99,0,0,0,104,2,4,10,34,4,12,24,14,0,0,9,43,2,0,0,0,15,10,120,0
4003,1,928,690,238,90,650,40,600,50,0,40,0,0,0,56,0,3,9,15,0,15,30,10,0,0,2,12,0,0,0,0,11,15,60,0
4014,1,468,410,58,330,92,318,40,52,40,278,0,0,0,8,0,0,0,2,0,0,36,0,0,8,0,4,0,0,0,0,0,0,0,0
4301,9,2190,1451,739,132,1350,101,1290,60,29,72,0,0,0,132,0,0,21,54,23,32,126,10,0,0,0,14,0,0,0,0,23,66,236,2
4302,2,144,114,30,0,114,0,114,0,0,0,0,0,0,8,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,15,0
4303,2,1083,775,308,20,760,15,740,20,15,0,0,0,0,70,0,2,7,23,2,0,16,10,0,0,0,5,0,0,0,0,5,34,132,2
4304,3,184,101,83,0,101,0,101,0,0,0,0,0,0,14,0,0,2,12,0,0,0,0,0,0,0,0,0,0,0,0,1,7,47,0
4306,1,333,333,0,333,60,273,0,60,0,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4311,2,41,40,1,0,40,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4313,2,551,479,72,323,215,264,126,89,30,234,0,0,0,12,0,0,0,8,0,0,36,0,0,0,0,0,0,0,0,0,1,0,15,0
4315,1,153,149,4,149,104,45,0,104,0,45,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
4316,1,210,160,50,0,160,0,160,0,0,0,0,0,0,12,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,30,0
4401,3,473,353,120,116,273,80,237,36,0,80,0,0,0,23,4,0,6,24,0,2,0,0,0,0,0,6,0,0,0,0,7,9,39,0
4501,3,1700,1190,510,90,1017,173,927,90,173,0,0,0,0,111,0,4,22,50,6,27,30,20,0,27,6,26,4,0,0,0,20,25,132,0
4502,1,169,144,25,96,54,90,48,6,0,90,0,0,0,8,0,0,0,4,0,0,12,0,0,0,0,0,0,0,0,0,1,0,0,0
4503,3,1587,1521,66,1354,325,1196,167,158,0,1196,0,0,0,12,0,0,0,9,0,5,0,0,0,6,0,0,0,0,0,0,2,6,26,0
4504,1,369,304,65,125,252,52,177,75,0,50,2,0,0,10,2,0,2,8,0,0,24,0,0,0,0,0,0,0,0,0,2,2,15,0
4506,1,219,200,19,200,40,160,0,40,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0
4508,1,23,20,3,0,20,0,20,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4601,5,1135,822,313,243,656,166,579,77,0,166,0,0,0,64,2,0,13,21,0,14,60,5,0,0,0,17,0,0,0,0,13,19,85,0
4602,1,32,20,12,0,20,0,20,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
4603,1,52,27,25,0,27,0,27,0,0,0,0,0,0,2,0,0,0,4,16,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0
9003,1,308,212,96,102,140,72,110,30,0,72,0,0,0,9,0,0,5,14,0,2,0,0,0,7,0,6,0,0,0,0,3,20,30,0
9101,1,43,26,17,0,26,0,26,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,4,0,2,0,0,0,0,0,0,4,0
