鄉鎮市區碼,醫院家數,病床總計,一般病床小計,特殊病床小計,精神病床小計,急性病床小計,慢性病床小計,急性一般病床,精神急性一般病床,慢性一般病床,精神慢性一般病床,慢性結核病床,漢生病病床,國際醫療病床,加護病床,燒傷病床,燒傷加護病床,嬰兒病床,急診觀察床,其他觀察病床,安寧病床,慢性呼吸照護病床,亞急性呼吸照護病床,精神科加護病床,普通隔離病床,正壓隔離病床,負壓隔離病床,骨髓移植病床,性侵害犯罪加害人強制治療病床,急性後期照護病床,整合醫學急診後送病床,手術恢復床,嬰兒床,血液透析床,腹膜透析床
532,3,1014,675,339,24,675,0,651,24,0,0,0,0,0,72,0,0,11,35,2,15,60,12,0,6,0,2,0,0,0,0,15,27,82,0
533,1,40,40,0,40,40,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
534,7,1370,898,472,120,818,80,768,50,10,70,0,0,0,59,0,0,15,18,10,12,123,12,0,0,0,24,0,0,0,0,11,46,140,2
535,5,1458,1026,432,30,1016,10,986,30,10,0,0,0,0,126,4,10,23,75,6,20,20,12,2,22,6,20,2,0,0,0,12,20,52,0
537,1,630,447,183,40,447,0,407,40,0,0,0,0,0,40,0,0,0,21,36,0,0,20,0,0,2,0,0,0,0,0,3,16,45,0
701,7,458,239,219,0,239,0,239,0,0,0,0,0,0,16,0,0,0,16,0,0,99,0,0,0,0,0,0,0,0,0,6,22,60,0
702,6,601,436,165,128,356,80,278,78,30,50,0,0,0,7,0,0,0,29,3,6,35,0,0,0,0,0,0,0,0,0,7,6,72,0
703,4,522,357,165,140,257,100,217,40,0,100,0,0,0,21,0,0,0,6,0,0,50,0,0,0,0,10,0,0,0,0,4,5,68,1
704,1,23,20,3,0,20,0,20,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
705,2,293,213,80,0,213,0,213,0,0,0,0,0,0,15,0,0,0,8,0,0,25,0,0,1,0,0,0,0,0,0,2,0,29,0
706,3,369,342,27,299,113,229,43,70,0,229,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,2,20,0,0
710,1,2686,2001,685,250,1538,463,1388,150,363,100,0,0,0,201,14,0,40,100,0,10,0,20,0,5,9,44,0,0,0,0,20,30,192,0
711,1,60,36,24,0,36,0,36,0,0,0,0,0,0,0,0,0,0,0,1,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0
712,3,1936,1530,406,230,1380,150,1300,80,0,150,0,0,0,89,0,4,26,70,12,5,25,10,0,0,0,15,0,0,0,0,29,10,111,0
714,1,26,20,6,0,20,0,20,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
715,2,76,40,36,0,40,0,40,0,0,0,0,0,0,0,0,0,0,2,4,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0
729,3,490,302,188,0,302,0,302,0,0,0,0,0,0,30,0,0,4,20,4,0,40,0,0,0,0,6,0,0,0,0,12,27,45,0
730,6,2332,1635,697,138,1585,50,1497,88,0,50,0,0,0,134,8,12,36,81,5,20,24,20,0,5,0,88,2,0,0,41,49,102,70,0
731,5,474,361,113,0,300,61,300,0,61,0,0,0,0,13,0,0,0,4,0,0,19,0,0,0,0,5,0,0,0,0,7,16,49,0
732,11,2340,1588,752,41,1588,0,1547,41,0,0,0,0,0,142,8,5,24,66,9,18,79,12,0,0,0,15,4,0,0,0,32,136,202,0
733,6,224,168,56,39,168,0,129,39,0,0,0,0,0,0,0,0,0,0,3,0,30,0,0,0,0,0,0,0,0,0,5,0,18,0
734,7,720,549,168,0,549,0,549,0,0,0,0,0,3,22,0,0,2,21,0,0,40,0,0,0,0,0,0,0,0,0,13,25,45,0
735,8,2847,2171,676,769,1824,347,1305,519,97,250,0,0,0,155,0,0,19,74,6,15,103,28,58,0,0,14,0,0,0,0,25,43,136,0
736,4,162,97,65,0,97,0,97,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,3,51,0,0
737,1,41,20,21,0,20,0,20,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17,0
738,3,594,399,195,0,399,0,399,0,0,0,0,0,0,20,0,0,10,30,0,0,38,0,0,0,0,4,0,0,0,0,10,25,58,0
1101,2,233,216,17,200,66,150,16,50,0,150,0,0,0,0,0,0,0,1,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0
1103,1,130,48,82,0,48,0,48,0,0,0,0,0,0,6,0,0,0,6,0,0,54,0,0,0,0,0,0,0,0,0,1,0,15,0
1104,1,192,127,65,0,100,27,100,0,27,0,0,0,0,8,0,0,0,4,0,0,30,0,0,0,0,0,0,0,0,0,3,0,20,0
1106,3,1326,1037,289,262,840,197,775,65,0,197,0,0,0,63,2,0,9,30,3,12,0,10,0,0,5,20,0,0,0,0,6,15,114,0
1107,2,480,341,139,32,341,0,309,32,0,0,0,0,0,26,0,0,5,12,1,6,31,0,0,0,0,10,0,0,0,0,5,5,37,1
1201,3,1107,761,346,0,761,0,761,0,0,0,0,0,0,67,0,0,41,73,0,0,0,6,0,1,0,3,0,0,0,0,21,45,89,0
1204,5,1290,942,348,117,892,50,775,117,50,0,0,0,0,57,0,4,15,42,0,6,71,12,0,0,0,7,0,0,0,0,9,35,90,0
2201,4,2003,1370,633,33,1270,100,1237,33,100,0,0,0,0,143,8,0,37,63,11,21,40,14,0,0,5,15,1,0,0,0,26,45,204,0
2202,8,1518,1043,475,300,655,388,580,75,163,225,0,0,0,67,0,0,0,15,5,6,249,0,0,1,0,7,0,0,0,0,7,0,116,2
3101,7,1925,1062,863,48,1062,0,1014,48,0,0,0,0,0,117,12,0,20,49,85,15,200,54,0,18,0,11,1,0,0,0,25,40,216,0
3102,4,700,338,362,0,338,0,338,0,0,0,0,0,0,42,2,0,0,22,4,0,148,0,0,1,0,17,0,0,0,0,10,3,111,2
3103,3,401,270,131,0,270,0,270,0,0,0,0,0,0,21,0,0,8,10,4,0,24,0,0,0,0,2,0,0,0,0,6,26,30,0
3104,5,1389,984,405,100,984,0,884,100,0,0,0,0,0,72,0,0,12,35,10,10,100,10,0,0,0,5,0,0,0,0,27,28,96,0
3105,6,2469,1806,663,260,1465,341,1346,119,200,141,0,0,0,148,0,0,26,75,15,29,103,32,0,4,0,8,2,0,0,0,22,45,154,0
3106,8,1532,1109,423,252,719,390,649,70,40,182,0,168,0,50,0,0,5,35,6,8,182,0,0,0,0,9,0,0,11,0,11,5,100,1
3107,1,193,132,61,0,132,0,132,0,0,0,0,0,0,10,0,0,0,8,2,0,20,0,0,0,0,0,0,0,0,0,1,0,20,0
3108,1,63,63,0,63,0,63,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3109,3,570,386,184,0,349,37,349,0,37,0,0,0,0,36,0,0,11,33,15,0,0,0,0,0,0,2,0,0,0,0,11,25,51,0
3110,5,1987,1734,253,902,946,788,832,114,0,788,0,0,0,59,0,0,18,22,13,28,0,13,0,5,0,12,8,0,0,0,12,10,53,0
3111,1,637,465,172,25,465,0,440,25,0,0,0,0,0,43,0,0,12,31,6,13,0,0,0,0,0,0,0,0,0,0,10,16,41,0
3112,1,30,24,6,0,24,0,24,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3113,4,345,142,203,0,142,0,142,0,0,0,0,0,0,8,0,0,0,2,3,0,168,0,0,0,0,0,0,0,0,0,2,0,20,0
3114,1,41,20,21,0,20,0,20,0,0,0,0,0,0,0,0,0,0,0,4,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0
3116,1,249,168,81,0,168,0,168,0,0,0,0,0,0,20,0,0,5,23,0,0,0,0,0,0,0,6,0,0,0,0,10,5,12,0
3121,1,87,85,2,85,0,85,0,0,0,85,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3123,1,515,500,15,500,100,400,0,100,0,400,0,0,0,0,0,0,0,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3127,1,70,48,22,0,48,0,48,0,0,0,0,0,0,0,0,0,0,5,2,2,0,0,0,0,0,0,0,0,0,0,1,0,12,0
3201,9,3493,2569,924,843,2099,470,1708,391,18,452,0,0,0,149,0,2,42,87,51,42,40,26,4,11,0,25,0,0,0,0,34,101,310,0
3202,11,1131,624,507,0,624,0,624,0,0,0,0,0,0,48,0,0,17,23,30,0,93,24,0,0,0,1,0,0,0,0,14,40,215,2
3204,2,556,381,175,0,290,91,290,0,91,0,0,0,0,25,0,0,0,20,8,0,38,0,0,0,0,0,0,0,0,0,6,10,68,0
3206,2,474,450,24,429,81,369,21,60,0,369,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,21,0
3207,3,4452,3314,1138,125,2934,380,2909,25,280,100,0,0,0,305,9,17,54,162,0,12,15,24,0,0,38,127,5,0,0,0,60,40,266,4
3209,2,807,551,256,175,451,100,376,75,0,100,0,0,0,52,0,0,15,20,10,0,24,15,0,0,0,8,0,0,0,0,8,30,74,0
3210,5,959,611,348,0,611,0,611,0,0,0,0,0,0,54,0,0,5,28,15,0,44,10,0,0,0,0,0,0,0,0,10,63,119,0
3211,1,177,100,77,0,100,0,100,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,17,0,0,0,0,3,0,45,0
3301,1,180,180,0,180,60,120,0,60,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3303,4,877,687,190,360,437,250,327,110,0,250,0,0,0,18,0,0,0,21,1,12,60,0,0,0,0,7,0,0,0,0,5,4,62,0
3305,3,656,396,260,0,396,0,396,0,0,0,0,0,0,36,0,0,10,18,6,0,82,0,0,0,0,4,0,0,0,0,7,20,77,0
3306,1,431,316,115,170,176,140,146,30,0,140,0,0,0,12,0,0,3,10,0,0,30,0,0,4,0,0,0,0,0,0,2,15,39,0
3401,2,645,454,191,0,454,0,454,0,0,0,0,0,0,41,0,0,10,24,5,12,17,10,0,0,0,6,0,0,0,0,11,15,40,0
3402,2,1555,1134,421,0,1134,0,1134,0,0,0,0,0,0,86,3,0,28,43,9,24,16,20,0,0,0,17,0,0,0,0,14,30,131,0
3403,1,281,224,57,140,98,126,58,40,26,100,0,0,0,9,0,0,0,5,0,0,30,0,0,0,0,0,0,0,0,0,1,1,11,0
3405,1,40,20,20,0,20,0,20,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15,0
3406,1,99,99,0,99,40,59,0,40,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3407,2,806,727,79,487,212,515,132,80,108,407,0,0,0,10,0,0,0,4,0,0,46,0,0,0,0,0,0,0,0,0,2,2,15,0
3501,7,1606,1197,409,412,932,265,785,147,0,265,0,0,0,65,4,0,10,40,5,0,113,0,0,0,0,5,0,0,0,0,12,27,128,0
3502,1,200,147,53,0,147,0,147,0,0,0,0,0,0,15,0,0,2,6,0,0,0,0,0,2,0,1,0,0,0,0,2,7,18,0
3503,1,53,30,23,0,30,0,30,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,19,0
3504,2,95,61,34,0,61,0,61,0,0,0,0,0,0,0,0,0,0,5,0,0,20,0,0,0,0,0,0,0,0,0,1,0,8,0
3505,3,1005,787,218,387,499,288,400,99,0,288,0,0,0,27,0,0,5,14,8,12,15,10,0,4,0,4,0,0,0,0,4,12,103,0
3508,1,51,20,31,0,20,0,20,0,0,0,0,0,0,0,0,0,0,2,0,0,14,0,0,0,0,0,0,0,0,0,0,0,15,0
3701,9,2820,1902,918,218,1649,253,1543,106,141,112,0,0,0,248,16,0,70,108,10,16,29,57,0,6,1,23,4,0,0,0,45,90,195,0
3702,3,1535,1349,186,690,809,540,599,210,60,480,0,0,0,49,0,0,10,20,0,0,0,0,0,0,3,2,0,0,0,0,7,22,73,0
3703,1,89,49,40,0,49,0,49,0,0,0,0,0,0,0,0,0,0,2,0,0,22,0,0,0,0,0,0,0,0,0,1,0,15,0
3704,2,60,40,20,0,40,0,40,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,15,0
3705,7,1260,836,424,300,596,240,536,60,0,240,0,0,0,66,0,0,28,52,0,0,78,0,0,0,0,1,0,0,0,0,21,27,151,0
3706,1,30,26,4,0,26,0,26,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3707,2,62,41,21,0,41,0,41,0,0,0,0,0,0,0,0,0,0,3,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0
3708,3,336,221,115,0,221,0,221,0,0,0,0,0,0,15,0,0,4,13,2,0,28,0,0,0,0,0,0,0,0,0,3,5,45,0
3710,1,39,39,0,0,39,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3715,1,62,62,0,0,19,43,19,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3717,1,572,466,106,200,316,150,266,50,0,150,0,0,0,14,0,0,0,5,0,6,20,10,0,0,0,0,0,0,0,0,3,5,43,0
3801,2,540,335,205,44,335,0,291,44,0,0,0,0,0,40,0,0,1,12,0,2,46,0,0,0,0,34,0,0,0,0,4,6,60,0
3802,2,733,511,222,73,437,74,414,23,24,50,0,0,0,26,0,0,8,20,0,20,54,0,0,6,0,0,0,0,0,0,6,5,77,0
3803,4,1325,1174,151,943,424,750,231,193,0,750,0,0,0,20,0,0,10,9,10,0,0,0,4,0,0,0,0,0,0,0,3,15,80,0
3804,2,350,234,116,0,234,0,234,0,0,0,0,0,0,15,0,0,0,20,0,0,12,0,0,13,0,0,0,0,0,0,6,5,45,0
3806,1,28,20,8,0,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0
3901,5,1607,1216,391,462,896,320,754,142,0,320,0,0,0,73,2,0,13,46,0,8,51,12,0,19,0,13,0,0,0,0,19,8,127,0
3902,1,74,21,53,0,21,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,1,0,30,0
3903,1,428,272,156,0,272,0,272,0,0,0,0,0,0,20,0,0,12,16,0,0,40,0,0,15,0,2,0,0,0,0,6,15,30,0
3904,2,342,220,122,0,220,0,220,0,0,0,0,0,0,24,0,0,0,12,0,0,30,0,0,0,0,2,0,0,0,0,6,3,45,0
3905,1,41,20,21,0,20,0,20,0,0,0,0,0,0,0,0,0,0,1,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0
3906,4,549,346,203,0,346,0,346,0,0,0,0,0,0,40,0,0,3,11,0,0,58,12,0,0,0,3,0,0,0,0,6,10,60,0
3913,1,134,96,38,0,96,0,96,0,0,0,0,0,0,6,0,0,0,9,0,0,0,0,0,0,0,4,0,0,0,0,2,2,15,0
4001,2,1595,1194,401,124,1095,99,1070,25,0,99,0,0,0,104,2,4,10,34,4,10,20,14,0,0,9,43,2,0,0,0,15,10,120,0
4003,1,968,730,238,130,650,80,600,50,0,80,0,0,0,56,0,3,9,15,0,15,30,10,0,0,2,12,0,0,0,0,11,15,60,0
4014,1,468,410,58,330,92,318,40,52,40,278,0,0,0,8,0,0,0,2,0,0,36,0,0,8,0,4,0,0,0,0,0,0,0,0
4301,9,2163,1421,742,132,1320,101,1260,60,29,72,0,0,0,132,0,0,24,54,23,32,126,10,0,0,0,14,0,0,0,0,23,66,236,2
4302,2,144,114,30,0,114,0,114,0,0,0,0,0,0,8,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,15,0
4303,2,1066,775,291,20,760,15,740,20,15,0,0,0,0,70,0,0,7,23,2,0,16,10,0,0,0,5,0,0,0,0,5,34,117,2
4304,3,176,101,75,0,101,0,101,0,0,0,0,0,0,11,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,1,7,44,0
4306,1,333,333,0,333,60,273,0,60,0,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4311,2,41,40,1,0,40,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4313,2,545,473,72,323,209,264,120,89,30,234,0,0,0,12,0,0,0,8,0,0,36,0,0,0,0,0,0,0,0,0,1,0,15,0
4315,1,156,152,4,152,104,48,0,104,0,48,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
4316,1,210,160,50,0,160,0,160,0,0,0,0,0,0,12,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,30,0
4401,3,473,353,120,116,273,80,237,36,0,80,0,0,0,23,4,0,6,24,0,2,0,0,0,0,0,6,0,0,0,0,7,9,39,0
4501,3,1674,1160,514,90,987,173,897,90,173,0,0,0,0,117,0,4,22,50,6,25,30,20,0,27,6,26,4,0,0,0,20,25,132,0
4502,1,169,144,25,96,54,90,48,6,0,90,0,0,0,8,0,0,0,4,0,0,12,0,0,0,0,0,0,0,0,0,1,0,0,0
4503,3,1582,1521,61,1354,325,1196,167,158,0,1196,0,0,0,12,0,0,0,9,0,0,0,0,0,6,0,0,0,0,0,0,2,6,26,0
4504,1,365,304,61,125,252,52,177,75,0,50,2,0,0,10,2,0,2,8,0,0,20,0,0,0,0,0,0,0,0,0,2,2,15,0
4506,1,219,200,19,200,40,160,0,40,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0
4508,1,23,20,3,0,20,0,20,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4601,5,1145,822,323,243,656,166,579,77,0,166,0,0,0,66,2,0,13,21,0,14,68,5,0,0,0,13,0,0,0,0,13,19,89,0
4602,1,30,20,10,0,20,0,20,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
4603,1,57,32,25,0,32,0,32,0,0,0,0,0,0,2,0,0,0,4,16,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0
9003,1,308,214,94,102,142,72,112,30,0,72,0,0,0,9,0,0,5,14,0,0,0,0,0,7,0,6,0,0,0,0,3,20,30,0
9101,1,43,26,17,0,26,0,26,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,4,0,2,0,0,0,0,0,0,4,0
